,Date,Market,Capital_used,ROI,Profit_Loss,Opened_trades,Closed_trades,Profitable_trades,Loosing_trades,Targets_met,Stoplosses_hit,broker_name,segment,trade_type,long_short,hourly_slots,pre_planned_or_adhoc,strategy_id
1137,18/07/2021,IND,550008,-0.68,-2750.04,39,5,2,3,2,0,D, Equity,scalping,Long,3,2,6
1138,25/04/2021,IND,546510,-0.0,11203.45,19,35,35,0,16,0,A,Forex,scalping,Short,1,1,7
1139,27/06/2021,IND,398353,0.5,19120.94,35,19,18,1,17,1,D,Shares,swing,Short,3,1,2
1140,17/06/2021,IND,998187,-0.04,-21461.02,37,50,40,10,25,4,D,Forex,intraday,Short,2,2,1
1141,15/04/2021,IND,748835,-0.14,-14976.7,31,13,10,3,9,3,D,FnO,intraday,Short,3,1,1
1142,05/05/2021,IND,1324300,-0.48,-64890.7,25,35,30,5,20,4,D,Shares,positional,Long,1,1,4
1143,28/06/2021,IND,810638,-0.3,30398.92,10,21,16,5,16,3,D, Equity,swing,Long,1,2,1
1144,03/05/2021,IND,1470407,-0.02,19850.49,38,32,24,8,4,6,B, Equity,positional,Short,1,2,8
1145,08/05/2021,IND,85730,0.39,-1971.79,5,22,5,17,2,7,D,Commodities,positional,Long,2,2,6
1146,23/06/2021,IND,1202670,-0.55,8418.69,12,9,4,5,1,3,A,Commodities,intraday,Long,1,2,10
1147,22/05/2021,IND,441440,-0.0,-13022.48,46,9,6,3,1,0,D,Shares,scalping,Short,4,2,1
1148,13/06/2021,IND,1342880,-0.16,26857.6,27,38,6,32,5,23,A,Forex,intraday,Short,1,2,4
1149,17/07/2021,IND,833773,1.0,24179.42,21,6,3,3,2,3,C,Commodities,positional,Short,3,1,4
1150,10/06/2021,IND,1094369,0.27,47605.05,3,42,8,34,2,15,A, Equity,positional,Long,1,1,4
1151,11/04/2021,IND,962026,0.31,-29822.81,14,2,0,2,0,1,D, Equity,intraday,Long,1,1,6
1152,24/06/2021,IND,1050700,0.18,14709.8,19,28,9,19,8,10,A, Equity,scalping,Short,1,1,1
1153,16/06/2021,IND,276796,0.01,3044.76,48,25,10,15,1,10,C,Forex,swing,Long,3,1,7
1154,10/07/2021,IND,1030919,-1.1,8762.81,13,30,12,18,6,14,C, Equity,swing,Short,2,2,6
1155,04/06/2021,IND,238608,-0.04,8828.5,18,11,1,10,0,6,D,Commodities,positional,Short,1,2,1
1156,19/05/2021,IND,1213602,-0.47,58252.9,34,7,1,6,0,0,D, Equity,scalping,Long,1,2,6
1157,16/05/2021,IND,94349,-0.41,-3207.87,42,19,17,2,1,2,A,Shares,positional,Short,3,2,3
1158,27/05/2021,IND,710343,-0.67,-23441.32,16,36,0,36,0,11,B,Shares,swing,Short,1,1,2
1159,07/04/2021,IND,1028964,-0.48,-24695.14,5,33,0,33,0,22,D,Shares,intraday,Long,4,2,5
1160,05/07/2021,IND,655634,-0.11,14096.13,50,31,23,8,9,1,C, Equity,positional,Long,3,2,8
1161,19/07/2021,IND,753367,-0.16,-12807.24,30,44,36,8,9,4,D, Equity,swing,Long,3,2,5
1162,14/07/2021,IND,1006863,0.69,38260.79,25,20,17,3,9,0,B,FnO,swing,Long,2,2,5
1163,23/06/2021,IND,727945,-0.55,-13830.95,14,37,34,3,26,3,A,Shares,swing,Long,2,2,10
1164,27/05/2021,IND,589382,-0.67,27111.57,35,23,15,8,1,7,B,FnO,swing,Short,4,1,1
1165,18/07/2021,IND,74798,-0.68,-2617.93,8,10,4,6,1,0,C,FnO,intraday,Long,1,1,7
1166,18/07/2021,IND,191026,-0.68,-7258.99,40,45,9,36,5,25,A,Forex,intraday,Short,1,1,2
1167,11/07/2021,IND,615711,-0.6,-5541.4,6,41,7,34,2,15,C, Equity,swing,Long,4,1,6
1168,27/04/2021,IND,442827,-0.17,18598.73,34,40,7,33,7,27,D, Equity,positional,Short,1,1,6
1169,06/07/2021,IND,1206793,0.25,-19308.69,50,33,7,26,7,3,B,Shares,intraday,Short,1,2,6
1170,09/04/2021,IND,1359430,0.13,-47580.05,9,2,2,0,2,0,D,FnO,positional,Short,4,1,6
1171,03/04/2021,IND,90749,-0.37,1406.61,5,4,3,1,0,0,D,Commodities,scalping,Short,1,2,9
1172,17/06/2021,IND,71059,-0.04,2238.36,35,17,9,8,7,7,A,Forex,swing,Long,3,1,9
1173,08/06/2021,IND,653270,-0.81,-9799.05,42,2,1,1,0,1,A,Commodities,positional,Long,3,2,5
1174,13/05/2021,IND,1450837,-0.05,-35545.51,38,27,19,8,19,8,C,Forex,scalping,Short,2,2,9
1175,10/04/2021,IND,1169801,-0.12,38018.53,9,44,2,42,0,4,C,FnO,intraday,Long,3,1,4
1176,05/07/2021,IND,1371281,-0.11,-11655.89,42,47,41,6,12,0,D, Equity,scalping,Short,1,2,10
1177,12/04/2021,IND,633738,0.2,-11724.15,28,17,7,10,6,7,D, Equity,swing,Long,2,1,5
1178,08/04/2021,IND,868442,0.07,-35171.9,30,37,10,27,1,19,B,Shares,scalping,Long,1,1,8
1179,01/04/2021,IND,1163971,-0.24,-23861.41,27,38,7,31,2,28,C,Forex,positional,Long,3,1,10
1180,20/07/2021,IND,1449756,0.01,43492.68,16,11,7,4,6,3,A,Forex,swing,Short,2,2,5
1181,07/04/2021,IND,973607,-0.48,-9249.27,39,40,14,26,2,24,B,Commodities,scalping,Short,4,2,9
1182,25/06/2021,IND,649530,0.05,28579.32,30,12,6,6,1,0,B, Equity,scalping,Short,2,2,1
1183,20/06/2021,IND,1011352,0.16,-28317.86,38,23,12,11,8,4,C,Forex,intraday,Long,4,1,9
1184,09/04/2021,IND,451214,0.13,8347.46,44,14,12,2,1,1,C,FnO,scalping,Long,3,2,6
1185,15/06/2021,IND,355900,0.14,-6584.15,3,5,2,3,1,3,A,Forex,swing,Short,4,2,4
1186,07/07/2021,IND,394609,-0.36,-16573.58,29,48,9,39,5,35,B,FnO,intraday,Short,3,2,3
1187,27/06/2021,IND,1047253,0.5,-22515.94,31,19,9,10,7,7,B,Commodities,intraday,Short,4,2,1
1188,30/04/2021,IND,1043000,-0.93,-19295.5,42,40,0,40,0,15,A,FnO,scalping,Long,3,1,3
1189,14/07/2021,IND,1278334,0.69,-37071.69,31,48,19,29,17,24,A,Forex,positional,Short,1,2,10
1190,05/05/2021,IND,378306,-0.48,-11349.18,37,49,23,26,19,7,A,Shares,positional,Short,3,2,4
1191,28/04/2021,IND,1437285,0.53,27308.42,11,29,2,27,0,12,C,Commodities,scalping,Short,1,2,9
1192,23/06/2021,IND,1329884,-0.55,-33247.1,48,22,5,17,5,11,C,Forex,positional,Long,3,2,10
1193,03/05/2021,IND,982848,-0.02,9828.48,26,13,0,13,0,12,C,FnO,intraday,Long,2,1,10
1194,17/06/2021,IND,459635,-0.04,-14708.32,44,17,4,13,1,7,A, Equity,intraday,Long,3,2,9
1195,17/04/2021,IND,833951,-0.73,7088.58,47,17,6,11,5,3,D,Forex,positional,Short,4,2,7
1196,01/05/2021,IND,393573,-0.44,-7477.89,10,4,4,0,2,0,A,Forex,scalping,Long,1,1,10
1197,23/04/2021,IND,237275,0.95,5101.41,4,42,41,1,36,1,A,Commodities,scalping,Short,2,1,3
1198,02/07/2021,IND,1049589,-0.26,30962.88,22,29,16,13,9,3,C,Forex,scalping,Short,2,2,7
1199,22/05/2021,IND,1276336,-0.0,-7019.85,34,18,4,14,2,12,D,FnO,positional,Long,1,2,6
1200,10/04/2021,IND,806212,-0.12,11690.07,3,29,26,3,26,2,A, Equity,positional,Long,2,2,4
1201,18/06/2021,IND,1303838,-0.04,-23469.08,45,28,9,19,9,17,C,Commodities,scalping,Long,4,1,2
1202,13/05/2021,IND,72168,-0.05,1371.19,31,39,36,3,9,0,B, Equity,positional,Short,2,2,1
1203,08/07/2021,IND,753424,0.01,33150.66,19,14,5,9,5,4,D,Forex,positional,Short,4,1,7
1204,12/07/2021,IND,1073480,0.52,21469.6,19,41,30,11,25,9,D, Equity,swing,Short,1,2,10
1205,13/05/2021,IND,1432249,-0.05,39386.85,9,38,0,38,0,0,A,Commodities,swing,Short,4,2,8
1206,14/06/2021,IND,188828,-0.05,1605.04,25,24,7,17,0,9,D,Shares,scalping,Short,2,2,8
1207,04/05/2021,IND,987757,-0.21,37534.77,18,6,1,5,0,4,B,Forex,intraday,Short,3,2,7
1208,06/06/2021,IND,518367,-0.45,-11663.26,40,15,1,14,1,8,D,Shares,scalping,Short,2,1,7
1209,16/07/2021,IND,1465617,-0.57,-20518.64,12,8,1,7,0,3,D,Forex,swing,Long,2,2,6
1210,12/05/2021,IND,204326,0.38,1634.61,48,45,32,13,12,11,A,Shares,swing,Long,2,2,6
1211,23/05/2021,IND,487422,1.47,12916.68,24,46,39,7,0,1,B,FnO,positional,Short,4,1,6
1212,22/07/2021,IND,692016,-0.05,26988.62,7,42,40,2,14,2,D,Forex,swing,Long,4,2,1
1213,22/07/2021,IND,624955,-0.05,9374.33,18,29,10,19,6,17,A,Shares,intraday,Long,1,1,10
1214,02/06/2021,IND,686914,-0.92,-20263.96,47,50,22,28,19,15,C,Shares,intraday,Short,3,2,8
1215,18/06/2021,IND,237546,-0.04,5582.33,23,9,0,9,0,0,A,Shares,swing,Long,3,1,1
1216,17/04/2021,IND,161504,-0.73,1695.79,21,16,10,6,3,1,A,Forex,intraday,Short,2,2,1
1217,04/04/2021,IND,1141127,-0.75,39368.88,21,26,1,25,0,8,C,Forex,intraday,Short,3,1,9
1218,26/05/2021,IND,959653,-0.14,43664.21,28,3,2,1,1,0,D, Equity,intraday,Short,2,2,6
1219,02/06/2021,IND,728003,-0.92,-22932.09,21,6,6,0,5,0,A,Forex,positional,Short,4,2,6
1220,07/04/2021,IND,979935,-0.48,-20088.67,24,21,17,4,6,3,A,FnO,scalping,Long,3,1,6
1221,16/04/2021,IND,1206029,0.32,-33768.81,45,2,0,2,0,1,D,Shares,swing,Short,1,2,2
1222,11/04/2021,IND,520186,0.31,17686.32,46,38,7,31,5,10,C,Commodities,intraday,Long,1,2,10
1223,29/05/2021,IND,595710,-0.13,22636.98,7,45,42,3,14,2,A,FnO,scalping,Short,4,2,2
1224,22/06/2021,IND,102117,0.15,2195.52,19,35,12,23,12,5,A,Shares,positional,Short,3,2,2
1225,09/06/2021,IND,760034,-0.61,25081.12,23,49,29,20,5,19,D,FnO,positional,Short,1,1,9
1226,03/04/2021,IND,1099523,-0.37,45630.2,29,31,22,9,17,1,A, Equity,positional,Long,1,2,10
1227,29/05/2021,IND,1138344,-0.13,39842.04,13,16,2,14,2,13,B,Shares,swing,Short,1,1,7
1228,10/04/2021,IND,594872,-0.12,-14276.93,40,50,40,10,37,2,C,Forex,scalping,Short,4,1,5
1229,12/07/2021,IND,1416569,0.52,-52413.05,2,7,5,2,0,2,A,Shares,scalping,Short,2,2,2
1230,07/07/2021,IND,659692,-0.36,17481.84,23,35,15,20,7,13,B,Commodities,swing,Short,2,1,1
1231,14/04/2021,IND,383586,1.0,17069.58,25,45,1,44,0,22,D,Shares,intraday,Long,1,2,10
1232,12/05/2021,IND,536513,0.38,2682.57,6,10,4,6,3,4,D, Equity,positional,Short,4,1,2
1233,13/06/2021,IND,785275,-0.16,5889.56,9,48,44,4,19,1,B,Commodities,positional,Short,2,1,9
1234,19/07/2021,IND,1291365,-0.16,-51008.92,23,22,15,7,10,2,D,Forex,scalping,Short,3,1,1
1235,22/04/2021,IND,1320084,-0.36,-56103.57,29,34,10,24,0,24,B,FnO,positional,Short,4,2,10
1236,16/04/2021,IND,518509,0.32,-23332.9,40,15,8,7,1,7,B,Forex,intraday,Short,4,1,4
1237,11/05/2021,IND,154430,0.42,6717.7,22,42,15,27,10,26,B,FnO,scalping,Short,2,1,4
1238,02/07/2021,IND,1477972,-0.26,22908.57,34,18,16,2,7,0,D,Commodities,intraday,Long,2,2,6
1239,16/05/2021,IND,1393543,-0.41,25083.77,44,40,22,18,22,4,C, Equity,scalping,Long,1,2,5
1240,24/05/2021,IND,730579,-0.59,7671.08,13,39,27,12,21,8,D,FnO,swing,Short,4,1,1
1241,22/07/2021,IND,1243081,-0.05,53452.48,46,10,8,2,3,2,B,Commodities,swing,Long,4,2,7
1242,03/06/2021,IND,1186019,0.8,-30836.49,41,47,8,39,1,6,A,Shares,positional,Short,2,2,5
1243,01/04/2021,IND,530586,-0.24,-9285.25,37,22,11,11,4,6,B, Equity,positional,Long,1,1,6
1244,01/04/2021,IND,1139027,-0.24,26197.62,10,41,22,19,13,16,C,Shares,intraday,Long,2,2,10
1245,30/06/2021,IND,120779,0.6,4408.43,42,9,4,5,2,4,A,FnO,swing,Long,1,2,4
1246,20/06/2021,IND,187678,0.16,3190.53,16,42,9,33,7,26,C,Forex,swing,Long,1,1,4
1247,08/04/2021,IND,118450,0.07,-3257.38,22,29,27,2,15,1,A,Shares,swing,Long,3,1,7
1248,18/05/2021,IND,1102016,0.44,-39121.57,44,19,17,2,10,0,B, Equity,scalping,Short,3,1,1
1249,18/05/2021,IND,1234278,0.44,51222.54,26,21,13,8,3,2,D,FnO,scalping,Short,4,2,1
1250,07/05/2021,IND,610276,-0.11,-25021.32,14,2,1,1,1,0,A, Equity,swing,Short,1,1,2
1251,24/06/2021,IND,874416,0.18,-38911.51,27,37,26,11,21,6,D, Equity,swing,Short,3,2,7
1252,05/04/2021,IND,572137,0.28,14589.49,4,30,24,6,21,3,D,Commodities,positional,Short,3,2,5
1253,02/07/2021,IND,246703,-0.26,-5674.17,26,22,0,22,0,8,A,Shares,intraday,Long,4,1,1
1254,17/04/2021,IND,828480,-0.73,-28582.56,35,11,3,8,1,8,C, Equity,scalping,Long,3,2,8
1255,23/05/2021,IND,689861,1.47,13452.29,22,28,28,0,23,0,D,FnO,swing,Short,1,1,3
1256,01/05/2021,IND,1228544,-0.44,-46684.67,32,34,14,20,1,2,B,FnO,intraday,Short,1,1,1
1257,01/07/2021,IND,1041277,-0.61,-42171.72,20,4,3,1,1,0,C,Forex,swing,Short,1,2,9
1258,05/04/2021,IND,921214,0.28,-17963.67,7,35,33,2,30,2,B,Shares,scalping,Long,1,1,2
1259,24/05/2021,IND,825726,-0.59,-33854.77,20,17,6,11,5,3,A,Forex,intraday,Long,1,2,8
1260,09/05/2021,IND,955025,-0.84,-31515.83,19,18,16,2,14,0,A,Commodities,positional,Short,2,1,9
1261,15/06/2021,IND,1274990,0.14,10837.42,36,35,10,25,1,7,C,Forex,positional,Short,4,2,4
1262,19/05/2021,IND,67365,-0.47,-1515.71,28,47,6,41,6,3,A,Commodities,positional,Short,1,2,5
1263,21/05/2021,IND,216905,0.14,-8025.48,48,35,23,12,2,9,B,FnO,swing,Short,4,2,2
1264,13/06/2021,IND,1354114,-0.16,-20311.71,31,44,5,39,2,15,B,Commodities,positional,Long,1,2,8
1265,04/07/2021,IND,496568,-0.32,-18373.02,8,12,7,5,7,1,A,Commodities,swing,Long,2,2,3
1266,17/04/2021,IND,955441,-0.73,36306.76,21,49,31,18,5,14,C,Forex,scalping,Short,2,2,8
1267,09/07/2021,IND,702548,-0.08,-13699.69,49,17,6,11,0,5,B,Commodities,swing,Long,2,2,4
1268,13/07/2021,IND,761545,0.04,9519.31,31,15,11,4,2,3,B, Equity,intraday,Long,4,2,10
1269,12/07/2021,IND,790773,0.52,-28072.44,8,31,15,16,1,5,A,FnO,intraday,Long,2,1,3
1270,15/05/2021,IND,506733,0.58,-8614.46,47,49,4,45,2,12,A, Equity,scalping,Short,1,1,7
1271,26/04/2021,IND,278902,-0.1,7809.26,10,36,21,15,7,8,C,Forex,intraday,Long,2,2,6
1272,20/05/2021,IND,436181,-0.46,-9814.07,8,2,0,2,0,1,C,FnO,scalping,Long,1,1,7
1273,08/06/2021,IND,149765,-0.81,4567.83,35,11,4,7,4,6,D,Commodities,scalping,Short,4,2,1
1274,14/04/2021,IND,619578,1.0,-26332.06,10,28,8,20,0,11,D,Commodities,positional,Long,3,2,2
1275,12/04/2021,IND,576039,0.2,11808.8,31,31,7,24,4,23,A,Commodities,swing,Long,3,1,7
1276,04/07/2021,IND,928505,-0.32,42711.23,24,47,35,12,11,4,C,Forex,positional,Short,2,2,10
1277,07/06/2021,IND,511523,0.75,-23018.53,39,29,16,13,11,3,D, Equity,intraday,Short,1,2,5
1278,23/06/2021,IND,595914,-0.55,23538.6,21,41,34,7,28,5,A,Commodities,scalping,Short,4,1,7
1279,22/07/2021,IND,451622,-0.05,18290.69,35,3,1,2,0,0,A,Forex,swing,Long,2,1,4
1280,30/04/2021,IND,144946,-0.93,2319.14,3,18,4,14,1,14,A,Shares,scalping,Long,2,1,5
1281,27/04/2021,IND,1195309,-0.17,-20320.25,27,29,4,25,0,11,A,Commodities,intraday,Short,3,2,10
1282,22/05/2021,IND,980835,-0.0,21578.37,26,41,1,40,0,19,C, Equity,positional,Short,4,1,7
1283,15/05/2021,IND,248601,0.58,8203.83,9,42,20,22,2,1,A,Forex,swing,Long,1,2,10
1284,06/06/2021,IND,570148,-0.45,-24516.36,24,22,20,2,10,0,A,FnO,swing,Long,3,2,6
1285,10/07/2021,IND,858456,-1.1,8584.56,12,40,29,11,2,7,D,FnO,swing,Long,3,2,1
1286,16/07/2021,IND,128807,-0.57,4508.24,35,41,32,9,15,1,C,Forex,swing,Long,4,2,6
1287,10/06/2021,IND,650901,0.27,-6509.01,43,47,39,8,5,3,B,Shares,positional,Short,1,1,2
1288,11/05/2021,IND,793264,0.42,-28160.87,10,14,12,2,11,2,D,Commodities,swing,Long,4,1,2
1289,18/07/2021,IND,237204,-0.68,10199.77,28,45,33,12,1,0,C,Commodities,positional,Long,1,2,10
1290,01/06/2021,IND,473532,-1.27,-11838.3,6,14,3,11,3,3,A,Shares,swing,Long,2,2,4
1291,03/05/2021,IND,505630,-0.02,8595.71,50,42,2,40,0,5,C, Equity,positional,Long,4,2,2
1292,03/05/2021,IND,1172120,-0.02,11721.2,17,11,2,9,1,1,B,Shares,intraday,Long,2,1,1
1293,20/05/2021,IND,229072,-0.46,9621.02,1,48,26,22,0,21,B, Equity,intraday,Long,2,2,9
1294,06/04/2021,IND,372266,0.32,-15821.31,36,19,16,3,6,2,C,FnO,scalping,Long,4,1,5
1295,26/04/2021,IND,1015207,-0.1,-25380.17,11,33,11,22,5,22,C,FnO,scalping,Short,1,2,4
1296,11/07/2021,IND,1299373,-0.6,7146.55,35,11,0,11,0,11,A,Commodities,swing,Short,1,1,10
1297,14/07/2021,IND,1368052,0.69,49249.87,16,42,36,6,11,2,B, Equity,intraday,Long,4,2,3
1298,22/04/2021,IND,1482379,-0.36,-60036.35,17,25,16,9,9,0,B,Commodities,intraday,Long,4,2,2
1299,14/06/2021,IND,329452,-0.05,-12848.63,17,49,48,1,35,0,D,FnO,intraday,Long,1,2,5
1300,01/06/2021,IND,1297935,-1.27,33097.34,19,18,14,4,2,2,B,FnO,scalping,Short,2,1,1
1301,08/07/2021,IND,422158,0.01,3166.18,4,37,21,16,13,6,C,FnO,swing,Long,4,1,3
1302,26/05/2021,IND,1246941,-0.14,19327.59,2,27,2,25,2,24,B,FnO,swing,Short,3,1,10
1303,29/04/2021,IND,94674,-1.2,-2982.23,23,41,10,31,2,29,B, Equity,intraday,Short,2,1,7
1304,07/07/2021,IND,858144,-0.36,-31322.26,2,1,0,1,0,1,B,Shares,scalping,Short,1,2,6
1305,07/07/2021,IND,534111,-0.36,25370.27,3,7,5,2,4,1,C,Commodities,positional,Short,4,1,7
1306,13/04/2021,IND,51367,-0.03,719.14,47,29,5,24,2,14,B,Shares,positional,Short,2,2,4
1307,09/06/2021,IND,605899,-0.61,-17268.12,46,45,34,11,29,2,B,Commodities,intraday,Long,4,1,8
1308,12/06/2021,IND,1345599,-0.84,-10764.79,48,19,18,1,6,0,C,Commodities,swing,Long,1,1,3
1309,20/05/2021,IND,825575,-0.46,28895.12,20,8,1,7,1,5,A, Equity,positional,Long,1,2,9
1310,12/04/2021,IND,889747,0.2,-40483.49,14,18,12,6,10,4,A, Equity,swing,Long,1,1,7
1311,20/05/2021,IND,907544,-0.46,32671.58,27,6,4,2,0,1,C,Shares,scalping,Short,2,1,8
1312,15/05/2021,IND,1044015,0.58,27666.4,2,14,6,8,0,0,B,Forex,positional,Short,4,2,9
1313,17/06/2021,IND,317116,-0.04,-7927.9,50,41,4,37,0,9,D,Shares,positional,Long,3,2,5
1314,30/05/2021,IND,1172838,0.08,45154.26,15,11,5,6,4,0,C,Commodities,positional,Short,2,1,1
1315,28/05/2021,IND,64701,-0.15,-1552.82,25,45,21,24,8,11,C, Equity,scalping,Long,2,1,9
1316,12/04/2021,IND,710452,0.2,30904.66,36,42,11,31,4,12,B,Forex,scalping,Short,2,1,1
1317,25/04/2021,IND,688032,-0.0,22017.02,26,26,25,1,2,0,C,Commodities,intraday,Long,3,2,4
1318,31/05/2021,IND,1444116,0.36,-47655.83,35,22,8,14,1,1,A,Commodities,positional,Short,2,2,9
1319,28/06/2021,IND,518271,-0.3,16325.54,50,24,23,1,14,1,C,Commodities,positional,Short,3,1,8
1320,03/07/2021,IND,698145,-0.17,-3490.72,48,5,0,5,0,3,C,Commodities,scalping,Long,4,1,5
1321,13/05/2021,IND,1384588,-0.05,-51229.76,50,27,13,14,8,12,D, Equity,scalping,Long,3,2,8
1322,13/07/2021,IND,648153,0.04,30787.27,13,15,4,11,4,1,B, Equity,swing,Short,2,1,7
1323,01/05/2021,IND,1125005,-0.44,-28687.63,17,43,29,14,29,9,D,Forex,intraday,Long,1,1,8
1324,26/04/2021,IND,1404365,-0.1,-43535.32,36,34,5,29,2,8,D,Forex,swing,Long,3,2,4
1325,02/05/2021,IND,424181,0.08,12937.52,3,30,20,10,18,8,A,Commodities,intraday,Short,2,1,3
1326,17/07/2021,IND,1155135,1.0,23102.7,29,46,18,28,2,27,A,FnO,swing,Short,2,2,6
1327,11/07/2021,IND,1308867,-0.6,37302.71,11,33,17,16,13,11,C,Forex,intraday,Long,3,2,10
1328,03/07/2021,IND,1066429,-0.17,-7465.0,16,47,21,26,12,19,A,Forex,intraday,Short,1,1,9
1329,04/05/2021,IND,1113596,-0.21,-8351.97,39,11,0,11,0,1,C,FnO,intraday,Short,4,1,3
1330,05/07/2021,IND,1471760,-0.11,-61813.92,23,29,6,23,2,16,D,Shares,intraday,Short,4,1,10
1331,18/05/2021,IND,715922,0.44,22193.58,42,45,12,33,7,11,A, Equity,positional,Long,3,1,3
1332,09/04/2021,IND,670355,0.13,-31506.69,20,8,7,1,2,0,C,FnO,scalping,Short,1,1,10
1333,12/06/2021,IND,485938,-0.84,2915.63,28,48,11,37,4,29,D,Forex,positional,Long,3,1,1
1334,12/07/2021,IND,139852,0.52,5803.86,36,33,16,17,12,4,A, Equity,intraday,Short,3,1,3
1335,11/05/2021,IND,1157018,0.42,-8677.64,38,11,11,0,6,0,A,Shares,scalping,Short,1,1,6
1336,17/04/2021,IND,1087549,-0.73,-49483.48,41,32,6,26,4,12,A,Shares,intraday,Short,1,2,5
1337,13/05/2021,IND,1366846,-0.05,29387.19,30,11,3,8,2,7,C,Shares,positional,Long,2,2,8
1338,10/05/2021,IND,133832,0.12,5821.69,32,48,27,21,12,0,B,Commodities,intraday,Short,4,2,7
1339,15/04/2021,IND,1121460,-0.14,22989.93,27,50,26,24,15,2,A,Commodities,positional,Short,1,2,1
1340,06/06/2021,IND,597559,-0.45,-27786.49,21,37,16,21,9,4,D, Equity,intraday,Short,4,1,3
1341,20/04/2021,IND,1398572,0.48,23076.44,43,21,15,6,13,4,B,FnO,intraday,Long,3,1,8
1342,30/06/2021,IND,1413361,0.6,-47347.59,31,17,9,8,9,2,A, Equity,swing,Long,3,1,10
1343,19/06/2021,IND,664197,-0.39,15940.73,9,21,15,6,9,4,A, Equity,swing,Long,3,1,1
1344,20/04/2021,IND,1298983,0.48,-18185.76,39,45,23,22,20,15,A,Forex,intraday,Short,4,2,2
1345,25/05/2021,IND,464293,-0.75,5107.22,45,50,28,22,14,7,D,Shares,swing,Long,3,1,6
1346,29/04/2021,IND,912319,-1.2,-18702.54,37,22,3,19,2,13,A,Commodities,scalping,Short,4,2,10
1347,10/07/2021,IND,663220,-1.1,-30839.73,50,5,1,4,1,1,D,FnO,positional,Short,4,1,4
1348,05/07/2021,IND,852623,-0.11,17478.77,28,22,16,6,3,1,D,Shares,intraday,Short,2,1,9
1349,14/06/2021,IND,616338,-0.05,-10785.92,27,5,0,5,0,3,D,Commodities,positional,Short,4,1,4
1350,04/07/2021,IND,291369,-0.32,8595.39,16,8,7,1,3,0,C,FnO,intraday,Short,1,1,7
1351,07/04/2021,IND,508555,-0.48,-12205.32,16,3,2,1,1,0,A,Commodities,swing,Long,2,2,1
1352,09/05/2021,IND,1160845,-0.84,20314.79,10,4,2,2,1,2,B, Equity,swing,Long,1,1,7
1353,15/04/2021,IND,1022028,-0.14,43947.2,8,1,0,1,0,0,B,FnO,positional,Short,3,1,4
1354,03/05/2021,IND,1295449,-0.02,-21374.91,22,20,17,3,4,0,D,FnO,swing,Long,4,2,5
1355,01/05/2021,IND,926736,-0.44,-16681.25,40,5,1,4,0,3,C,Shares,positional,Long,3,2,3
1356,04/07/2021,IND,1096874,-0.32,17001.55,20,4,2,2,1,0,D,Shares,positional,Short,2,2,1
1357,29/05/2021,IND,1194829,-0.13,17325.02,14,44,32,12,29,11,B,Commodities,scalping,Short,3,1,10
1358,29/06/2021,IND,1328436,0.32,-25904.5,36,29,2,27,1,1,B,Shares,positional,Short,4,1,5
1359,20/07/2021,IND,685815,0.01,-15773.75,10,36,35,1,27,0,D,Forex,positional,Long,3,1,3
1360,07/07/2021,IND,483298,-0.36,-2416.49,33,7,1,6,0,4,B,Commodities,swing,Long,2,2,1
1361,06/06/2021,IND,832223,-0.45,-32872.81,41,21,15,6,1,2,C,Shares,swing,Short,4,2,3
1362,09/07/2021,IND,336355,-0.08,12276.96,45,21,2,19,0,17,C,FnO,scalping,Long,1,2,2
1363,12/04/2021,IND,648532,0.2,17834.63,36,17,4,13,0,3,B, Equity,scalping,Short,4,1,10
1364,22/07/2021,IND,1243880,-0.05,-39804.16,43,25,0,25,0,2,B,Commodities,positional,Short,3,1,10
1365,19/07/2021,IND,1344709,-0.16,-34962.43,2,38,9,29,7,5,C,Shares,intraday,Short,1,1,1
1366,29/06/2021,IND,1224277,0.32,-16527.74,23,11,4,7,1,7,B,Shares,swing,Short,2,2,4
1367,03/04/2021,IND,907284,-0.37,-27218.52,17,14,8,6,1,5,D,Commodities,intraday,Short,4,1,1
1368,14/07/2021,IND,998777,0.69,18477.37,15,5,1,4,0,1,A,Commodities,scalping,Short,1,2,6
1369,18/07/2021,IND,1373903,-0.68,-15799.88,37,47,24,23,2,3,D,Commodities,positional,Long,4,2,7
1370,13/05/2021,IND,805463,-0.05,15706.53,37,38,24,14,24,4,C, Equity,scalping,Short,2,2,9
1371,24/04/2021,IND,1415834,0.15,-33272.1,12,34,5,29,5,1,C,FnO,scalping,Long,1,1,2
1372,25/06/2021,IND,558799,0.05,17881.57,7,3,0,3,0,2,A,FnO,intraday,Short,4,2,8
1373,14/07/2021,IND,73728,0.69,-2101.25,38,15,11,4,3,1,C, Equity,positional,Long,1,1,4
1374,06/07/2021,IND,1137191,0.25,14214.89,17,43,1,42,0,15,C,Shares,positional,Short,4,2,6
1375,29/05/2021,IND,547374,-0.13,24084.46,20,41,7,34,3,32,A, Equity,scalping,Long,1,2,7
1376,06/04/2021,IND,1099523,0.32,20341.18,26,42,42,0,16,0,A, Equity,scalping,Short,3,1,2
1377,06/05/2021,IND,567917,-1.01,6815.0,3,17,17,0,11,0,B,Forex,scalping,Short,3,1,10
1378,05/05/2021,IND,793246,-0.48,-22607.51,35,47,26,21,21,9,B,FnO,swing,Long,2,2,2
